Grady - max col or row,(10000, 10000),0.8,8.76500,8.76677,0.03246
Grady - all zeros,(10000, 10000),0.8,68.33607,67.90090,0.92804
Grady - all ones,(10000, 10000),0.8,7.23716,7.25481,0.04626
Grady - total fill percentage,(10000, 10000),0.8,8.94921,8.94293,0.06162
Curveball,(10000, 10000),0.8,235.30165,235.30495,0.37925
Cupy,(10000, 10000),0.8,8.18225,8.18772,0.05359
Grady - fill and shuffle,(10000, 10000),0.9,7.01010,7.00589,0.04788
Grady - min col or row,(10000, 10000),0.9,9.58891,9.59194,0.06126
Grady - max col or row,(10000, 10000),0.9,8.49156,8.48415,0.04058
Grady - all zeros,(10000, 10000),0.9,66.03970,66.29364,0.90813
Grady - all ones,(10000, 10000),0.9,6.89142,6.89517,0.03090
Grady - total fill percentage,(10000, 10000),0.9,8.67182,8.64891,0.08157
Curveball,(10000, 10000),0.9,181.40817,181.25420,0.39602
Cupy,(10000, 10000),0.9,7.94257,7.94430,0.04265
Grady - fill and shuffle,(100000, 10000),0.1,81.83845,81.70704,0.70590
Grady - min col or row,(100000, 10000),0.1,181.12770,180.98173,1.12037
Grady - max col or row,(100000, 10000),0.1,89.63055,89.53895,0.53375
Grady - all zeros,(100000, 10000),0.1,211.00636,211.03865,1.70065
Grady - all ones,(100000, 10000),0.1,76.48293,76.35406,0.55255
Grady - total fill percentage,(100000, 10000),0.1,81.42181,81.15178,0.73919
Curveball,(100000, 10000),0.1,824.74277,824.74277,0.00000
Cupy,(100000, 10000),0.1,75.51486,75.42985,0.75756
Grady - fill and shuffle,(100000, 10000),0.2,81.43983,81.18993,0.73651
Grady - min col or row,(100000, 10000),0.2,240.47983,240.54476,2.00953
Grady - max col or row,(100000, 10000),0.2,90.60691,90.05112,1.26942
Grady - all zeros,(100000, 10000),0.2,327.48393,327.76981,3.40392
Grady - all ones,(100000, 10000),0.2,76.19909,76.13032,0.73708
Grady - total fill percentage,(100000, 10000),0.2,87.24635,86.95062,0.95975
Cupy,(100000, 10000),0.2,81.96810,82.14439,0.65417
Grady - fill and shuffle,(100000, 10000),0.3,80.46324,80.35097,0.64293
Grady - min col or row,(100000, 10000),0.3,333.43283,332.05838,3.37195
Grady - max col or row,(100000, 10000),0.3,89.24937,89.21193,0.54001
Grady - all zeros,(100000, 10000),0.3,488.00627,486.43841,5.08429
Grady - all ones,(100000, 10000),0.3,75.22316,75.11619,0.62107
Grady - total fill percentage,(100000, 10000),0.3,89.37348,89.33853,0.78158
Cupy,(100000, 10000),0.3,85.35924,85.26817,1.25965
Grady - fill and shuffle,(100000, 10000),0.4,80.12983,79.92672,0.65164
Grady - min col or row,(100000, 10000),0.4,450.72652,451.07060,2.13431
Grady - max col or row,(100000, 10000),0.4,88.64393,88.81926,0.59089
Grady - all zeros,(100000, 10000),0.4,691.39122,691.39122,0.00000
Grady - all ones,(100000, 10000),0.4,74.72517,74.66370,0.70574
Grady - total fill percentage,(100000, 10000),0.4,90.50030,90.49139,0.72288
Cupy,(100000, 10000),0.4,87.75235,87.63129,0.97224
Grady - fill and shuffle,(100000, 10000),0.5,79.72363,78.82041,1.77868
Grady - min col or row,(100000, 10000),0.5,587.65787,589.18405,4.62337
Grady - max col or row,(100000, 10000),0.5,87.55460,87.50427,0.78026
Grady - all ones,(100000, 10000),0.5,73.31763,73.17172,0.72485
Grady - total fill percentage,(100000, 10000),0.5,90.27512,90.14557,1.22283
Cupy,(100000, 10000),0.5,89.05312,89.41688,1.06199
Grady - fill and shuffle,(100000, 10000),0.6,77.18232,77.04796,0.74786
Grady - min col or row,(100000, 10000),0.6,717.81764,717.81764,0.00000
Grady - max col or row,(100000, 10000),0.6,85.17639,85.00907,0.63495
Grady - all ones,(100000, 10000),0.6,71.04373,70.83659,0.51192
Grady - total fill percentage,(100000, 10000),0.6,89.98276,89.74932,1.41060
Cupy,(100000, 10000),0.6,89.40694,89.12640,1.18237
Grady - fill and shuffle,(100000, 10000),0.7,73.44333,73.36261,0.46901
Grady - max col or row,(100000, 10000),0.7,81.82890,81.78377,0.49032
Grady - all ones,(100000, 10000),0.7,67.80236,67.62727,0.57485
Grady - total fill percentage,(100000, 10000),0.7,87.86374,87.68585,0.92609
Cupy,(100000, 10000),0.7,87.72135,87.60230,1.16564
Grady - fill and shuffle,(100000, 10000),0.8,70.59212,70.61395,0.60520
Grady - max col or row,(100000, 10000),0.8,78.73563,78.81829,0.51959
Grady - all ones,(100000, 10000),0.8,64.76691,64.52028,0.56407
Grady - total fill percentage,(100000, 10000),0.8,84.08022,83.96778,1.01143
Cupy,(100000, 10000),0.8,85.59624,85.52540,1.13218
Grady - fill and shuffle,(100000, 10000),0.9,67.59316,67.68584,0.37533
Grady - max col or row,(100000, 10000),0.9,75.78473,75.67675,0.59605
Grady - all ones,(100000, 10000),0.9,61.17811,61.11443,0.39661
Grady - total fill percentage,(100000, 10000),0.9,80.08266,80.02146,0.36383
Cupy,(100000, 10000),0.9,83.34444,83.43566,0.88566
Grady - total fill percentage,(100000, 10000),0.1,83.06827,83.04904,0.50692
Cupy,(100000, 10000),0.1,76.02454,75.94774,0.31700
Grady - total fill percentage,(100000, 10000),0.2,89.49886,89.65081,0.54972
Cupy,(100000, 10000),0.2,82.57644,82.57548,1.01577
